round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes,run_id,team_count,market_scenario,market_label
4,Team 03,Sponsorship Growth,3,1,0,0,0,315,209.06,-105.94,105.94,0.5067,0,144.5,315,315,378,83.33,45.16,0.0262,305,209.06,214,0,0,157,50,0.9951,30924.0,15354.4,19347.9,1042.0,250.26,0.0,936.0,2500.0,88.0,19591.36,1000.0,0.0,7588.39,4000.0,True,39518.56,-8594.56,-18.83,56.16,2.0,5.95,66,25,340,315,340,6,,"Portfolio forecast WAPE was 50.67% against realized demand. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
4,Team 04,Engineering Challenger,3,0,0,1,0,180,227.64,47.64,124.52,0.547,86,174.3,176,176,331,53.17,49.25,0.0051,174,227.64,140,68,18,124,87,0.615,24402.0,8224.75,11456.91,918.0,31.5,180.0,648.0,0,616.0,22663.66,7000.0,0.0,44174.11,28000.0,True,22075.16,2326.84,33.49,61.83,2.67,10.49,90,96,167,176,167,0,Launched Team 04 NextGen into slot C,"Launched Team 04 NextGen into slot C Portfolio forecast WAPE was 54.70% against realized demand. Lost 68 sales units across the portfolio. Carried 18 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
4,Team 05,Low-Cost Volume,3,1,0,0,0,291,174.53,-116.47,116.47,0.6673,23,105.55,315,266,424,62.74,34.26,0.0546,250,174.53,168,6,17,255,0,0.8726,17732.7,8839.08,11688.29,1530.0,410.39,170.0,0.0,750.0,0.0,19941.24,0.0,0.0,11006.07,0.0,False,23387.76,-5655.06,-19.08,30.38,1.33,5.87,173,0,266,266,258,18,,Portfolio forecast WAPE was 66.73% against realized demand. Lost 6 sales units across the portfolio. Carried 17 backlog units into next round.,20,6,batch_020,Batch market 020
4,Team 06,Community / Club,3,1,0,0,0,373,197.58,-175.42,175.42,0.8878,67,125.52,316,316,453,69.76,37.47,0.027,306,197.58,197,0,67,221,203,0.7418,24727.68,15400.17,17489.21,1732.01,227.14,670.0,2592.0,4000.0,880.0,34118.66,10000.0,0.0,1551.7,40000.0,True,42990.53,-18262.85,-42.58,34.68,1.67,10.88,112,97,422,316,411,68,,"Portfolio forecast WAPE was 88.78% against realized demand. Carried 67 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
5,Team 01,Community / Club,2,1,0,0,1,154,150.81,-3.19,50.63,0.3357,42,150.06,157,157,372,42.2,43.73,0.0115,154,150.81,127,30,12,0,143,0.7479,28295.57,6865.61,8524.06,286.0,62.69,120.0,1080.0,3000.0,0.0,6253.39,0.0,0.0,25854.17,0.0,False,19938.36,8357.21,28.39,56.11,1.67,5.2,117,55,245,157,157,19,,"Portfolio forecast WAPE was 33.57% against realized demand. Lost 30 sales units across the portfolio. Carried 12 backlog units into next round. Generated $9,237.89 from retirement liquidation.",20,6,batch_020,Batch market 020
5,Team 02,Premium Quality,2,1,0,0,0,263,161.35,-101.65,101.65,0.63,0,154.42,244,244,383,63.71,44.53,0.0103,241,161.35,160,0,0,129,118,0.9916,24706.88,13492.59,16955.64,1010.0,72.3,0.0,1656.0,1500.0,385.0,22588.16,3500.0,0.0,859.57,17500.0,True,35071.53,-10364.65,-36.34,46.64,2.0,4.24,48,59,303,244,303,0,,"Portfolio forecast WAPE was 63.00% against realized demand. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
5,Team 03,Sponsorship Growth,3,1,0,0,0,306,222.49,-83.51,83.51,0.3753,0,146.32,306,306,391,78.26,46.04,0.0271,296,222.49,220,0,0,233,84,0.9888,32190.0,15193.2,19174.04,1566.0,263.15,0.0,936.0,2500.0,110.0,29944.52,1000.0,0.0,1036.0,5000.0,True,39742.39,-7552.39,-11.09,57.26,2.0,6.06,157,50,340,306,330,0,,"Portfolio forecast WAPE was 37.53% against realized demand. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
5,Team 04,Engineering Challenger,3,1,0,0,0,221,259.92,38.92,79.16,0.3046,79,163.09,216,216,340,63.53,50.2,0.0062,213,259.92,198,57,22,139,38,0.7124,32291.7,10291.0,14348.41,910.0,55.73,220.0,648.0,0.0,770.0,23368.87,7000.0,0.0,56222.67,35000.0,True,27243.14,5048.56,38.37,56.98,2.67,10.7,124,87,167,216,205,18,,"Portfolio forecast WAPE was 30.46% against realized demand. Lost 57 sales units across the portfolio. Carried 22 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
5,Team 05,Low-Cost Volume,3,1,0,0,0,291,197.27,-93.73,102.49,0.5195,31,104.72,315,266,424,62.74,34.92,0.0546,250,197.27,182,14,17,323,0,0.8494,19058.7,9009.36,11904.41,1938.0,445.15,170.0,0.0,750.0,0.0,25734.51,0.0,0.0,5847.85,0.0,False,24216.92,-5158.22,-12.64,25.35,1.33,6.63,255,0,266,266,258,17,,Portfolio forecast WAPE was 51.95% against realized demand. Lost 14 sales units across the portfolio. Carried 17 backlog units into next round.,20,6,batch_020,Batch market 020
5,Team 06,Community / Club,3,1,0,0,0,360,207.16,-152.84,152.84,0.7378,75,124.51,305,305,489,62.37,38.2,0.0282,295,207.16,198,10,65,318,320,0.7222,24652.8,15127.2,17264.71,2547.99,239.43,650.0,2592.0,4000.0,1100.0,50969.71,10000.0,7316.83,0.0,57316.83,True,43521.33,-18868.53,-40.3,29.35,1.67,11.08,221,203,422,305,396,67,,"Portfolio forecast WAPE was 73.78% against realized demand. Lost 10 sales units across the portfolio. Carried 65 backlog units into next round. Used $10,000.00 of planned borrowing. Auto-borrowed $7,316.83 to cover a cash shortfall. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
6,Team 01,Community / Club,1,1,0,0,0,63,95.05,32.05,32.05,0.3372,44,157.68,64,64,387,16.54,44.56,0.0081,63,95.05,63,39,5,0,236,0.5885,9933.84,2851.84,3600.64,472.0,22.95,50.0,1080.0,3000.0,0.0,10516.16,0.0,0.0,24710.58,0.0,False,11077.43,-1143.59,54.9,47.38,1.67,0.0,0,143,157,64,64,12,,Portfolio forecast WAPE was 33.72% against realized demand. Lost 39 sales units across the portfolio. Carried 5 backlog units into next round.,20,6,batch_020,Batch market 020
6,Team 02,Premium Quality,2,1,0,0,0,252,163.55,-88.45,88.45,0.5408,0,155.54,234,234,406,57.64,45.38,0.0117,231,163.55,163,0,0,197,187,0.9966,25352.8,13160.2,16610.06,1556.0,82.19,0.0,1656.0,1500.0,462.0,35356.71,3500.0,5314.08,0.0,26314.08,True,35026.45,-9673.65,-27.61,49.58,2.0,4.01,129,118,303,234,290,0,,"Portfolio forecast WAPE was 54.08% against realized demand. Used $3,500.00 of planned borrowing. Auto-borrowed $5,314.08 to cover a cash shortfall. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
6,Team 03,Sponsorship Growth,3,1,0,0,0,299,242.2,-56.8,56.8,0.2345,0,142.48,299,299,404,74.01,46.91,0.0279,289,242.2,241,0,0,281,125,0.995,34338.0,15151.93,19089.42,1936.0,300.33,0.0,936.0,2500.0,132.0,38436.44,1000.0,3671.68,0.0,9671.68,True,40045.68,-5707.68,-0.85,58.35,2.0,6.32,233,84,340,299,323,0,,"Portfolio forecast WAPE was 23.45% against realized demand. Used $1,000.00 of planned borrowing. Auto-borrowed $3,671.68 to cover a cash shortfall. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
6,Team 04,Engineering Challenger,3,1,1,0,1,214,276.89,62.89,84.59,0.3055,97,161.19,210,210,349,60.17,51.16,0.0055,207,276.89,200,76,21,108,33,0.6691,35540.82,10232.0,14206.35,714.0,49.17,210.0,648.0,9000.0,924.0,20819.68,7000.0,0.0,62779.97,42000.0,True,35983.52,-442.7,38.75,50.77,2.67,10.14,139,38,205,210,200,22,,"Portfolio forecast WAPE was 30.55% against realized demand. Lost 76 sales units across the portfolio. Carried 21 backlog units into next round. Generated $3,303.72 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
6,Team 05,Low-Cost Volume,3,1,0,0,0,281,221.48,-59.52,92.56,0.4179,43,104.38,305,258,424,60.85,35.59,0.0558,242,221.48,194,26,17,371,0,0.8135,20249.04,8897.5,11761.86,2226.0,484.85,170.0,0.0,750.0,0.0,30117.26,0.0,0.0,1806.68,0.0,True,24290.21,-4041.17,-4.61,18.19,1.33,7.83,323,0,258,258,250,17,,Portfolio forecast WAPE was 41.79% against realized demand. Lost 26 sales units across the portfolio. Carried 17 backlog units into next round. Liquidity stress flagged this round.,20,6,batch_020,Batch market 020
6,Team 06,Community / Club,3,1,0,0,0,360,244.81,-115.19,128.71,0.5258,88,123.16,305,305,525,58.1,38.92,0.0282,295,244.81,220,23,65,393,426,0.7101,27095.04,15412.32,17574.89,3210.0,270.27,650.0,2592.0,4000.0,1480.97,65832.99,10000.0,8095.41,0.0,75412.24,True,45190.45,-18095.41,-28.01,23.37,1.67,13.3,318,320,411,305,396,65,,"Portfolio forecast WAPE was 52.58% against realized demand. Lost 23 sales units across the portfolio. Carried 65 backlog units into next round. Used $10,000.00 of planned borrowing. Auto-borrowed $8,095.41 to cover a cash shortfall. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
7,Team 01,Community / Club,1,1,0,0,1,58,90.31,32.31,32.31,0.3578,37,157.68,59,59,402,14.68,45.39,0.0111,58,90.31,58,37,0,0,241,0.6085,9145.44,2678.01,3390.73,482.0,28.95,0.0,1080.0,3000.0,0.0,10938.99,0.0,0.0,23196.33,0.0,False,10659.69,-1514.25,52.55,38.53,1.67,0.0,0,236,64,59,59,5,,Portfolio forecast WAPE was 35.78% against realized demand. Lost 37 sales units across the portfolio.,20,6,batch_020,Batch market 020
7,Team 02,Premium Quality,2,1,0,0,0,243,183.1,-59.9,59.9,0.3271,0,153.82,225,225,429,52.45,46.22,0.0133,221,183.1,182,0,0,236,265,0.994,27994.56,12895.38,16292.06,1946.0,107.67,0.0,1656.0,1500.0,655.91,45250.66,3500.0,3558.46,0.0,33372.54,True,35053.02,-7058.46,-7.15,52.3,2.0,4.98,197,187,303,225,279,0,,"Portfolio forecast WAPE was 32.71% against realized demand. Used $3,500.00 of planned borrowing. Auto-borrowed $3,558.46 to cover a cash shortfall. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
7,Team 03,Sponsorship Growth,3,1,0,0,0,289,274.45,-14.55,28.95,0.1055,0,142.28,289,289,417,69.3,47.79,0.0292,278,274.45,274,0,0,285,166,0.9984,38986.0,14910.48,18808.37,2042.01,358.64,0.0,936.0,2500.0,234.78,41702.09,1000.0,0.0,195.72,10671.68,True,39790.28,-804.28,17.91,59.35,2.0,7.82,281,125,330,289,312,0,,"Portfolio forecast WAPE was 10.55% against realized demand. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
7,Team 04,Engineering Challenger,2,0,0,1,2,132,220.01,88.01,95.19,0.4327,93,144.42,129,129,358,36.03,52.11,0.0101,127,220.01,126,80,13,0,104,0.5727,25871.42,6409.53,8821.62,208.0,57.08,130.0,648.0,0,1078.0,12769.44,7000.0,0.0,78299.16,49000.0,True,17352.23,8519.19,23.09,40.76,2.67,3.63,108,33,200,129,123,0,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen","Launched Team 04 NextGen into slot C, replacing Team 04 NextGen Portfolio forecast WAPE was 43.27% against realized demand. Lost 80 sales units across the portfolio. Carried 13 backlog units into next round. Generated $7,673.87 from retirement liquidation. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
7,Team 05,Low-Cost Volume,3,1,0,0,0,275,247.03,-27.97,68.97,0.2792,45,102.82,299,258,424,60.85,36.25,0.0566,241,247.03,217,29,16,395,0,0.8219,22312.5,8881.25,11969.7,2370.0,552.27,160.0,0.0,750.0,0.0,32729.06,0.0,564.04,0.0,564.04,True,24683.22,-2370.72,4.19,11.13,1.33,9.45,371,0,258,258,245,17,,Portfolio forecast WAPE was 27.92% against realized demand. Lost 29 sales units across the portfolio. Carried 16 backlog units into next round. Auto-borrowed $564.04 to cover a cash shortfall. Liquidity stress flagged this round.,20,6,batch_020,Batch market 020
7,Team 06,Community / Club,3,1,0,0,0,352,274.09,-77.91,105.67,0.3855,94,121.45,298,298,561,53.12,39.65,0.0291,288,274.09,243,31,63,438,524,0.7166,29512.32,15344.55,17521.75,3676.01,315.06,630.0,2592.0,4000.0,1879.07,77675.5,10000.0,6446.12,0.0,91858.36,True,45958.44,-16446.12,-15.1,17.26,1.67,16.17,393,426,396,298,387,65,,"Portfolio forecast WAPE was 38.55% against realized demand. Lost 31 sales units across the portfolio. Carried 63 backlog units into next round. Used $10,000.00 of planned borrowing. Auto-borrowed $6,446.12 to cover a cash shortfall. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
8,Team 01,Community / Club,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,417,0.0,46.23,0.0,0,0.0,0,0,0,0,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,3000.0,0.0,13869.0,0.0,0.0,19116.33,0.0,False,4080.0,-4080.0,0.0,43.57,1.67,0.0,0,241,59,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.,20,6,batch_020,Batch market 020
8,Team 02,Premium Quality,2,1,0,0,0,243,225.27,-17.73,17.73,0.0787,0,153.93,225,225,452,49.78,47.07,0.0133,221,225.27,225,0,0,232,343,0.9988,34633.28,13132.53,16570.95,2078.0,132.91,0.0,1656.0,1500.0,811.2,49682.62,3500.0,0.0,2251.69,36872.54,True,35881.59,-1248.31,21.32,55.09,2.0,6.11,236,265,303,225,279,0,,"Portfolio forecast WAPE was 7.87% against realized demand. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
8,Team 03,Sponsorship Growth,3,1,0,0,0,289,336.5,47.5,47.5,0.1412,19,140.12,289,289,430,67.21,48.66,0.0292,278,336.5,316,0,19,247,200,0.9391,44278.0,15181.92,19131.41,1882.0,414.64,190.0,936.0,2500.0,256.78,39852.84,1000.0,0.0,4980.97,11671.68,True,40492.75,3785.25,30.22,59.07,2.0,9.6,285,166,323,289,312,0,,"Portfolio forecast WAPE was 14.12% against realized demand. Carried 19 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
8,Team 04,Engineering Challenger,1,1,0,0,0,41,144.89,103.89,103.89,0.717,118,117.6,40,40,367,10.9,53.06,0.0114,39,144.89,39,114,4,0,187,0.247,4586.4,2016.28,2837.6,374.0,19.96,40.0,648.0,0.0,1232.0,18322.22,7000.0,0.0,82717.72,56000.0,True,7167.84,-2581.44,-7.37,19.7,2.67,0.0,0,104,123,40,38,13,,"Portfolio forecast WAPE was 71.70% against realized demand. Lost 114 sales units across the portfolio. Carried 4 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
8,Team 05,Low-Cost Volume,3,1,0,0,0,275,296.68,21.68,54.22,0.1828,63,101.6,299,250,424,58.96,36.92,0.0566,235,296.68,248,47,16,382,0,0.7931,25197.06,9045.4,11807.12,2292.0,631.64,160.0,0.0,750.0,12.41,32229.33,0.0,0.0,498.49,564.04,True,24698.57,498.49,14.97,3.0,1.33,11.34,395,0,250,250,245,16,,Portfolio forecast WAPE was 18.28% against realized demand. Lost 47 sales units across the portfolio. Carried 16 backlog units into next round. Liquidity stress flagged this round.,20,6,batch_020,Batch market 020
8,Team 06,Community / Club,3,1,1,0,0,352,330.65,-21.35,92.03,0.2783,114,120.46,298,298,597,49.92,40.37,0.0291,288,330.65,278,51,63,448,622,0.7062,33486.72,15623.19,17824.15,3932.0,363.44,630.0,2592.0,4000.0,2240.88,85828.53,10000.0,3718.94,0.0,105577.3,True,47205.66,-13718.94,-1.17,10.5,1.67,19.5,438,524,396,298,387,63,,"Portfolio forecast WAPE was 27.83% against realized demand. Lost 51 sales units across the portfolio. Carried 63 backlog units into next round. Used $10,000.00 of planned borrowing. Auto-borrowed $3,718.94 to cover a cash shortfall. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
9,Team 01,Community / Club,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,432,0.0,47.06,0.0,0,0.0,0,0,0,0,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,3000.0,0.0,14118.0,0.0,0.0,15036.33,0.0,False,4080.0,-4080.0,0.0,48.61,1.67,0.0,0,300,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.,20,6,batch_020,Batch market 020
9,Team 02,Premium Quality,2,1,0,0,0,243,223.73,-19.27,19.27,0.0861,0,153.93,225,225,475,47.37,47.92,0.0133,221,223.73,223,0,0,230,408,0.9967,34325.28,13369.68,16848.77,2196.0,131.74,0.0,1656.0,1500.0,888.2,53852.03,3500.0,0.0,3486.58,40372.54,True,36590.39,-2265.11,17.83,57.85,2.0,6.07,232,343,290,225,279,0,,"Portfolio forecast WAPE was 8.61% against realized demand. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
9,Team 03,Sponsorship Growth,3,1,0,0,0,289,332.55,43.55,43.55,0.131,47,138.97,289,289,443,65.24,49.54,0.0292,278,332.55,304,12,35,221,223,0.8647,42248.0,15456.48,19453.76,1772.0,399.39,350.0,936.0,2500.0,278.78,38772.92,1000.0,0.0,7082.56,12671.68,True,41146.41,1101.59,22.82,56.77,2.0,9.49,247,200,312,289,312,19,,"Portfolio forecast WAPE was 13.10% against realized demand. Lost 12 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
9,Team 04,Engineering Challenger,1,1,1,0,0,41,148.99,107.99,107.99,0.7248,113,117.6,40,40,376,10.64,54.02,0.0074,39,148.99,39,109,4,0,185,0.2549,4586.4,2052.76,2885.6,370.0,12.94,40.0,648.0,9000.0,1386.0,19443.7,7000.0,0.0,77908.82,63000.0,True,16395.3,-11808.9,-9.36,0.0,2.67,0.0,0,187,38,40,38,4,,"Portfolio forecast WAPE was 72.48% against realized demand. Lost 109 sales units across the portfolio. Carried 4 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
9,Team 05,Low-Cost Volume,3,1,0,0,0,275,288.01,13.01,56.49,0.1961,61,101.66,299,245,424,57.78,37.58,0.0566,230,288.01,241,45,16,371,0,0.7927,24500.4,9207.1,11772.63,2226.0,613.82,160.0,0.0,750.0,12.41,31853.91,0.0,0.0,256.93,564.04,True,24741.96,-241.56,12.06,0.0,1.33,11.02,382,0,245,245,245,16,,Portfolio forecast WAPE was 19.61% against realized demand. Lost 45 sales units across the portfolio. Carried 16 backlog units into next round. Liquidity stress flagged this round.,20,6,batch_020,Batch market 020
9,Team 06,Community / Club,3,0,0,1,1,352,384.74,32.74,154.84,0.4025,110,120.5,298,298,633,47.08,41.1,0.0329,287,384.74,273,47,63,462,711,0.7096,32897.28,15905.7,18127.74,4194.01,406.04,630.0,2592.0,0,2542.7,93876.11,10000.0,1500.91,0.0,117078.21,True,44398.19,-11500.91,-5.65,3.47,2.0,18.17,448,622,387,298,387,0,"Launched Team 06 NextGen into slot C, replacing Club Spin","Launched Team 06 NextGen into slot C, replacing Club Spin Portfolio forecast WAPE was 40.25% against realized demand. Lost 47 sales units across the portfolio. Carried 63 backlog units into next round. Used $10,000.00 of planned borrowing. Auto-borrowed $1,500.91 to cover a cash shortfall. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
10,Team 01,Community / Club,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,447,0.0,47.89,0.0,0,0.0,0,0,0,0,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,3000.0,0.0,14367.0,0.0,0.0,10956.33,0.0,False,4080.0,-4080.0,0.0,53.65,1.67,0.0,0,300,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.,20,6,batch_020,Batch market 020
10,Team 02,Premium Quality,2,1,0,0,0,243,236.83,-6.17,9.99,0.0422,0,153.93,225,225,498,45.18,48.76,0.0133,221,236.83,235,0,0,216,462,0.9923,36173.28,13604.04,17127.77,2220.0,138.82,0.0,1656.0,1500.0,965.2,56082.82,3500.0,0.0,5948.03,43872.54,True,37211.83,-1038.55,22.56,60.55,2.0,6.42,230,408,279,225,279,0,,"Portfolio forecast WAPE was 4.22% against realized demand. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
10,Team 03,Sponsorship Growth,3,1,0,0,0,289,348.73,59.73,59.73,0.1713,68,138.53,289,289,456,63.38,50.41,0.0292,278,348.73,314,33,35,185,246,0.8183,43498.0,15727.92,19777.12,1602.0,412.77,350.0,936.0,2500.0,300.78,36437.56,1000.0,0.0,9973.97,13671.68,True,41606.59,1891.41,24.14,52.93,2.0,9.96,221,223,312,289,312,35,,"Portfolio forecast WAPE was 17.13% against realized demand. Lost 33 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
10,Team 04,Engineering Challenger,1,0,0,1,1,41,147.3,106.3,106.3,0.7217,108,117.6,40,40,385,10.39,54.97,0.0214,39,147.3,39,104,4,0,183,0.2648,4586.4,2088.86,2933.6,366.0,37.51,40.0,648.0,0,1540.0,20559.51,7000.0,0.0,81841.25,70000.0,True,7653.97,-3067.57,-12.14,0.0,2.67,0.0,0,185,38,40,38,0,"Launched Team 04 NextGen into slot C, replacing Team 04 NextGen","Launched Team 04 NextGen into slot C, replacing Team 04 NextGen Portfolio forecast WAPE was 72.17% against realized demand. Lost 104 sales units across the portfolio. Carried 4 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
10,Team 05,Low-Cost Volume,3,1,0,0,0,275,301.49,26.49,52.23,0.1732,66,101.42,299,245,424,57.78,38.24,0.0566,230,301.49,250,50,16,351,0,0.7874,25354.14,9368.8,11972.54,2106.0,636.84,160.0,0.0,750.0,12.41,30659.34,0.0,0.0,604.48,564.04,True,25006.59,347.55,13.5,0.0,1.33,11.54,371,0,245,245,245,16,,Portfolio forecast WAPE was 17.32% against realized demand. Lost 50 sales units across the portfolio. Carried 16 backlog units into next round. Liquidity stress flagged this round.,20,6,batch_020,Batch market 020
10,Team 06,Community / Club,3,1,0,0,0,360,388.66,28.66,132.04,0.3397,161,120.77,305,305,669,45.59,41.83,0.0304,294,388.66,289,96,65,467,793,0.6399,34903.68,16564.68,18815.65,4388.0,394.86,650.0,2592.0,0.0,2795.72,100771.65,10000.0,1297.23,0.0,128375.44,True,46200.91,-11297.23,-3.02,0.0,2.0,17.11,462,711,387,305,396,63,,"Portfolio forecast WAPE was 33.97% against realized demand. Lost 96 sales units across the portfolio. Carried 65 backlog units into next round. Used $10,000.00 of planned borrowing. Auto-borrowed $1,297.23 to cover a cash shortfall. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
